date	daytype	seconds	miles	tips	total	payment_type	speed
2019-04-05	weekend	330	0.83	0	5.5	Cash	9.0545455
2019-03-01	weekend	660	1.8	0	8.75	Cash	9.8181818
2019-09-24	weekday	158	0.7	0	5	Cash	15.949367
2019-02-23	weekend	236	0.63	0	5	Cash	9.6101695
2019-03-07	weekday	240	0.7	2	7.25	Credit	10.500000
2019-09-29	weekday	939	6.78	0	23.5	Cash	25.993610
2019-12-10	weekday	1200	3.3	2.85	16.6	Credit	9.9000000
2019-03-02	weekend	240	1.4	0	6.25	Cash	21
2019-01-17	weekday	660	1	0	7.5	Cash	5.4545455
2019-05-18	weekend	480	1.3	2	11	Credit	9.7500000
2019-02-11	weekday	420	5.7	4.06	20.81	Credit	48.857143
2019-12-02	weekday	427	1.22	2	9	Credit	10.285714
2019-09-29	weekday	471	1.04	0	6.25	Cash	7.9490446
2019-08-08	weekday	4060	17.52	10.05	60.3	Credit	15.534975
2019-08-07	weekday	660	4.6	3	17.5	Credit	25.090909
2019-09-07	weekend	3172	15.32	0	45.25	Cash	17.387137
2019-09-07	weekend	1080	4.2	2.9	16.9	Credit	14.000000
2019-11-09	weekend	1080	0.2	3.65	17.9	Credit	0.66666667
2019-07-19	weekend	360	1.6	3	11	Credit	16
2019-07-30	weekday	541	1.77	0	8.25	Cash	11.778189
2019-03-19	weekday	513	4.43	0	20.75	Cash	31.087719
2019-04-08	weekday	507	1.18	2	9.75	Credit	8.3786982
2019-04-08	weekday	390	1.24	0	6.75	Cash	11.446154
2019-11-07	weekday	1380	2	3.9	16.4	Credit	5.2173913
2019-04-10	weekday	1620	4	0	15.25	Cash	8.8888889
2019-05-15	weekday	600	1.7	0	8.25	Cash	10.200000
2019-04-15	weekday	1020	3.1	3.4	17.15	Credit	10.941176
2019-07-22	weekday	420	0.7	2	8	Credit	6.0000000
2019-10-10	weekday	301	0.98	0	5.75	Cash	11.720930
2019-06-05	weekday	3378	18.47	5.4	60.4	Credit	19.683837
2019-01-26	weekend	1543	17.74	9.9	59.4	Credit	41.389501
2019-04-28	weekday	458	0.86	3	11	Credit	6.7598253
2019-10-02	weekday	2425	12.18	7.85	47.1	Credit	18.081649
2019-01-06	weekday	299	1.01	0	5.75	Cash	12.160535
2019-01-19	weekend	330	1.2	2	9.25	Credit	13.090909
2019-04-20	weekend	1632	13	6.85	41.1	Credit	28.676471
2019-03-15	weekend	662	1.3	2	10	Credit	7.0694864
2019-09-23	weekday	1860	9.7	0	29.25	Cash	18.774194
2019-01-10	weekday	420	1.3	2	9	Credit	11.142857
2019-10-03	weekday	600	1	0	7	Cash	6
2019-04-17	weekday	1349	17.63	5	49	Credit	47.048184
2019-06-26	weekday	1260	0.3	4	20.5	Credit	0.85714286
2019-07-04	weekday	600	2.7	0	11.25	Cash	16.200000
2019-04-07	weekday	187	0.4	0	5.25	Cash	7.7005348
2019-03-15	weekend	328	1.1	0	6.25	Cash	12.073171
2019-11-06	weekday	420	1.1	0	6.5	Cash	9.4285714
2019-06-09	weekday	540	3.6	2.55	15.3	Credit	24
2019-11-09	weekend	480	3.3	0	11.8	Cash	24.750000
2019-10-07	weekday	1883	18.23	9.35	56.1	Credit	34.852894
2019-11-24	weekday	2220	22.4	5	89	Credit	36.324324
2019-07-03	weekday	1080	3	0	12.5	Cash	10
2019-12-13	weekend	420	0.8	0	7.25	Cash	6.8571429
2019-08-15	weekday	1140	0.5	0	24.75	Cash	1.5789474
2019-07-17	weekday	1262	13.1	6.85	41.1	Credit	37.369255
2019-07-22	weekday	674	1.9	0	8.75	Cash	10.148368
2019-05-23	weekday	606	1.97	1	10.25	Credit	11.702970
2019-01-03	weekday	415	1.59	0	8.5	Cash	13.792771
2019-05-06	weekday	319	0.6	0	6.5	Cash	6.7711599
2019-08-07	weekday	600	0.1	1.75	12.5	Credit	0.60000000
2019-07-26	weekend	240	0.5	0	7	Cash	7.5000000
2019-02-10	weekday	1660	13.47	0	38.75	Cash	29.212048
2019-06-20	weekday	1080	7.7	0	22	Cash	25.666667
2019-12-22	weekday	1162	5.3	0	20.25	Cash	16.419966
2019-12-15	weekday	893	4.9	0	15.25	Cash	19.753639
2019-05-03	weekend	3900	16.5	0	51.75	Cash	15.230769
2019-05-30	weekday	360	0.9	0	6	Cash	9
2019-06-26	weekday	1721	17.49	11	55	Credit	36.585706
2019-07-29	weekday	5904	71.97	0	236.25	Cash	43.884146
2019-10-19	weekend	1402	2.13	0	12.25	Cash	5.4693295
2019-04-30	weekday	660	1.1	2	10.5	Credit	6.0000000
2019-01-24	weekday	230	0.71	0	6	Cash	11.113043
2019-07-23	weekday	385	2.31	0	9.75	Cash	21.600000
2019-11-10	weekday	1380	8.8	0	24.25	Cash	22.956522
2019-10-07	weekday	1208	17.34	8	55	Credit	51.675497
2019-12-24	weekday	840	0.3	0	18	Cash	1.2857143
2019-10-31	weekday	561	1.76	0	8.5	Cash	11.294118
2019-02-08	weekend	603	1.53	2	11.75	Credit	9.1343284
2019-07-25	weekday	1740	1	0	46	Cash	2.0689655
2019-04-10	weekday	3538	18.55	12	64.5	Credit	18.875071
2019-04-12	weekend	2520	17.8	11.3	56.55	Credit	25.428571
2019-06-10	weekday	417	1.1	0	6.5	Credit	9.4964029
2019-08-15	weekday	223	0.6	0	5	Cash	9.6860987
2019-03-27	weekday	335	0.91	1	7.25	Credit	9.7791045
2019-04-25	weekday	351	0.96	1	7.5	Credit	9.8461538
2019-07-29	weekday	360	0.9	4	9.75	Credit	9
2019-03-15	weekend	2236	14.89	0	39	Cash	23.973166
2019-04-17	weekday	720	1.7	0	9	Cash	8.5000000
2019-02-21	weekday	1500	5.8	3.8	22.8	Credit	13.920000
2019-02-10	weekday	1100	3.88	0	14	Cash	12.698182
2019-03-21	weekday	1620	15.2	8.6	51.6	Credit	33.777778
2019-07-13	weekend	1800	8.92	6.69	33.44	Credit	17.840000
2019-06-28	weekend	300	0.4	1	6	Credit	4.8000000
2019-03-26	weekday	169	0.4	2	6.75	Credit	8.5207101
2019-03-19	weekday	660	1.5	0	8.5	Cash	8.1818182
2019-03-16	weekend	459	0.6	0	9	Cash	4.7058824
2019-04-28	weekday	813	1.88	0	10	Cash	8.3247232
2019-07-29	weekday	106	0.22	0	4	Cash	7.4716981
2019-04-24	weekday	240	0.6	0	5.75	Credit	9
2019-04-27	weekend	304	0.72	0	5.25	Cash	8.5263158
2019-04-03	weekday	1020	0.1	2.65	13.4	Credit	0.35294118
2019-12-17	weekday	523	2.67	1	11.5	Credit	18.378585
2019-11-13	weekday	2400	17.5	0	49	Cash	26.250000
2019-06-12	weekday	540	0.1	0	8.5	Cash	0.66666667
2019-06-10	weekday	2042	17.8	9.75	58.5	Credit	31.380999
2019-09-11	weekday	900	1.8	0	9.75	Cash	7.2000000
2019-05-25	weekend	687	2.65	0	10	Cash	13.886463
2019-05-17	weekend	649	2.79	7.5	23.25	Credit	15.476117
2019-04-07	weekday	625	2.6	3	14.25	Credit	14.976000
2019-02-22	weekend	3808	14.29	8.85	53.1	Credit	13.509454
2019-04-01	weekday	180	0.5	2	7	Credit	10
2019-03-13	weekday	600	1.6	2	10.25	Credit	9.6000000
2019-11-24	weekday	360	2	0	8	Cash	20
2019-09-09	weekday	840	1.6	2.1	12.6	Credit	6.8571429
2019-04-24	weekday	582	1.11	2	10	Credit	6.8659794
2019-06-06	weekday	1200	1.8	0	14.75	Credit	5.4000000
2019-04-21	weekday	540	2.5	2	13	Credit	16.666667
2019-04-07	weekday	600	4.4	0	13.5	Cash	26.400000
2019-10-06	weekday	1260	7	0	24.75	Cash	20
2019-06-09	weekday	376	1.5	3	11.5	Credit	14.361702
2019-08-02	weekend	1200	1.6	3	13.75	Credit	4.8000000
2019-04-07	weekday	150	0.6	0	5.75	Cash	14.400000
2019-04-16	weekday	449	0.86	0	6.5	Cash	6.8953229
2019-01-11	weekend	1680	17.2	9.7	58.2	Credit	36.857143
2019-01-19	weekend	329	1.1	0	8	Cash	12.036474
2019-08-28	weekday	169	0.5	3	8	Credit	10.650888
2019-07-24	weekday	962	1.34	3	13.25	Credit	5.0145530
2019-06-28	weekend	450	1.1	2	10.75	Credit	8.8000000
2019-06-19	weekday	274	0.75	2	9	Credit	9.8540146
2019-08-14	weekday	270	1.09	0	6	Cash	14.533333
2019-07-20	weekend	527	1.29	2	11.25	Credit	8.8121442
2019-03-25	weekday	296	0.96	3	9.25	Credit	11.675676
2019-07-15	weekday	4020	35.8	0	50.5	Cash	32.059701
2019-08-08	weekday	480	1.7	0	8	Cash	12.750000
2019-01-04	weekend	440	1.2	2	10.75	Credit	9.8181818
2019-01-29	weekday	443	0.9	0	6.25	Cash	7.3137698
2019-04-12	weekend	608	1.58	0	8.25	Cash	9.3552632
2019-11-15	weekend	1241	4	3.3	19.8	Credit	11.603546
2019-11-09	weekend	1933	18.73	0.15	51.4	Credit	34.882566
2019-02-28	weekday	786	2.36	3	13.75	Credit	10.809160
2019-05-24	weekend	1770	1.26	5	19.25	Credit	2.5627119
2019-11-09	weekend	1947	17.99	0	49	Cash	33.263482
2019-06-10	weekday	488	1.1	0	6.75	Cash	8.1147541
2019-01-13	weekday	983	3.7	0	15	Cash	13.550356
2019-11-17	weekday	480	1.3	0	7	Cash	9.7500000
2019-04-30	weekday	420	1	2	9.5	Credit	8.5714286
2019-05-06	weekday	2350	17.2	9.6	57.6	Credit	26.348936
2019-04-18	weekday	808	1.75	0	10.75	Cash	7.7970297
2019-05-02	weekday	3240	17.4	13.35	57.85	Credit	19.333333
2019-06-11	weekday	1680	6.3	0	21.75	Cash	13.500000
2019-03-21	weekday	300	0.7	2	8.75	Credit	8.4000000
2019-12-27	weekend	354	0.72	0	5.75	Cash	7.3220339
2019-11-08	weekend	729	1.89	0	9.25	Cash	9.3333333
2019-05-10	weekend	484	1.23	2	9.75	Credit	9.1487603
2019-02-25	weekday	359	1	0	6	Cash	10.027855
2019-12-17	weekday	237	0.7	1.5	7.25	Credit	10.632911
2019-04-15	weekday	1440	11.2	5	39	Credit	28.000000
2019-07-11	weekday	3060	17.9	12.75	63.25	Credit	21.058824
2019-06-15	weekend	282	0.8	0	5.75	Cash	10.212766
2019-09-23	weekday	120	0.4	2	7.25	Credit	12
2019-05-22	weekday	261	0.48	0	5.75	Cash	6.6206897
2019-11-08	weekend	1319	13.9	3	38.5	Credit	37.937832
2019-11-03	weekday	360	1.1	2	8.25	Credit	11
2019-10-11	weekend	381	1.08	2.5	10.5	Credit	10.204724
2019-03-02	weekend	308	0.62	3	10.25	Credit	7.2467532
2019-01-23	weekday	135	0.3	0	4.25	Cash	8
2019-05-23	weekday	483	1.28	2	9.5	Credit	9.5403727
2019-10-20	weekday	369	1.85	2	10.25	Credit	18.048780
2019-01-26	weekend	143	0.16	0	4	Cash	4.0279720
2019-09-20	weekend	1168	4.54	0	15.5	Cash	13.993151
2019-05-14	weekday	522	1.8	2	10.5	Credit	12.413793
2019-11-12	weekday	1645	13.3	11.78	51.03	Credit	29.106383
2019-12-22	weekday	693	0.86	0	9.75	Cash	4.4675325
2019-07-17	weekday	4080	1.1	8	63.5	Credit	0.97058824
2019-11-06	weekday	1655	14.9	0	43	Cash	32.410876
2019-05-24	weekend	810	4.75	15	31	Credit	21.111111
2019-06-27	weekday	535	1.12	0	6	Cash	7.5364486
2019-03-28	weekday	660	1.4	2	11.25	Credit	7.6363636
2019-12-06	weekend	786	1.58	0	9	Cash	7.2366412
2019-09-24	weekday	3733	19.12	10.35	62.1	Credit	18.438789
2019-09-30	weekday	180	0.6	0	5.75	Cash	12.000000
2019-07-26	weekend	240	0.6	0	5	Cash	9
2019-05-12	weekday	540	1.9	1	9.5	Credit	12.666667
2019-05-13	weekday	503	0.86	0	6.75	Cash	6.1550696
2019-05-08	weekday	770	3.54	0	14.25	Cash	16.550649
2019-02-20	weekday	341	0.93	0	6	Cash	9.8181818
2019-03-22	weekend	1200	9.5	0	26	Cash	28.500000
2019-03-05	weekday	214	0.46	0	4.75	Cash	7.7383178
2019-02-14	weekday	480	0.6	0	6.25	Cash	4.5000000
2019-02-24	weekday	2280	17	0	45	Cash	26.842105
2019-01-15	weekday	420	1.7	0	7.75	Cash	14.571429
2019-03-13	weekday	660	2	2	12.25	Credit	10.909091
2019-02-25	weekday	900	4	2.8	16.8	Credit	16
2019-04-03	weekday	600	4	3.25	16.25	Credit	24
2019-07-27	weekend	180	0.6	0	5.75	Cash	12.000000
2019-08-03	weekend	227	0.64	0	6	Cash	10.149780
2019-12-06	weekend	443	1.01	0	6.75	Cash	8.2076749
2019-11-18	weekday	5457	14.67	8.35	50.1	Credit	9.6778450
2019-12-03	weekday	900	3.1	2.5	15.5	Credit	12.400000
2019-06-28	weekend	500	1.42	0	8.5	Cash	10.224000
2019-08-25	weekday	2924	24.57	9.68	74.18	Credit	30.250342
2019-02-10	weekday	240	0.8	0	5.25	Cash	12
2019-01-07	weekday	2460	17.7	10	55.5	Credit	25.902439
2019-09-25	weekday	470	0.48	3	10.5	Credit	3.6765957
2019-09-07	weekend	480	1.2	2	9	Credit	9
2019-03-09	weekend	240	0.4	0	5	Cash	6
2019-05-23	weekday	960	5.8	4.25	21.25	Credit	21.750000
2019-06-28	weekend	635	1.31	0	7.5	Cash	7.4267717
2019-05-17	weekend	275	0.96	0	5.75	Cash	12.567273
2019-03-09	weekend	2382	12.42	0	34.25	Cash	18.770781
2019-12-20	weekend	720	1.6	3	12.5	Credit	8
2019-08-09	weekend	480	1.6	3	11.75	Credit	12
2019-09-19	weekday	2700	17	10.75	53.75	Credit	22.666667
2019-10-13	weekday	480	1.9	0	9	Cash	14.250000
2019-12-05	weekday	360	0.9	2	8.5	Credit	9
2019-01-18	weekend	491	1.19	0	7	Cash	8.7250509
2019-10-11	weekend	893	3.54	2.6	15.6	Credit	14.270997
2019-12-12	weekday	2060	18.29	0	50.25	Cash	31.963107
2019-04-15	weekday	1140	5.5	0	17	Cash	17.368421
2019-09-27	weekend	3240	15.3	0	46.25	Cash	17
2019-05-14	weekday	935	3.92	0	14.5	Cash	15.093048
2019-03-20	weekday	960	3.9	0	13.75	Cash	14.625000
2019-05-07	weekday	2747	14.14	0	39	Cash	18.530761
2019-03-01	weekend	572	1.36	2	12.75	Credit	8.5594406
2019-03-27	weekday	900	7.4	4	24.75	Credit	29.600000
2019-11-21	weekday	373	0.76	0	6	Cash	7.3351206
2019-08-03	weekend	794	1.08	0	7.75	Cash	4.8967254
2019-07-21	weekday	6834	26.31	0	79	Cash	13.859526
2019-12-24	weekday	2880	1.5	13	77.5	Credit	1.8750000
2019-01-03	weekday	1831	8.8	0	33.5	Cash	17.302021
2019-05-23	weekday	596	1.9	2	11	Credit	11.476510
2019-08-25	weekday	3043	17	0	47.25	Cash	20.111732
2019-08-30	weekend	611	1.13	0	8.25	Cash	6.6579378
2019-11-14	weekday	430	2.96	0	10	Cash	24.781395
2019-05-23	weekday	720	0.1	0	10.75	Cash	0.50000000
2019-09-09	weekday	1791	12.82	8.69	43.44	Credit	25.768844
2019-02-21	weekday	881	3.08	2.5	15	Credit	12.585698
2019-03-14	weekday	348	0.6	1	6.75	Credit	6.2068966
2019-10-31	weekday	1560	16.5	9.05	54.3	Credit	38.076923
2019-09-10	weekday	420	1.2	3	10.5	Credit	10.285714
2019-06-18	weekday	720	3.1	0	11.25	Cash	15.500000
2019-03-17	weekday	466	1.4	0	8	Cash	10.815451
2019-03-30	weekend	565	2.15	0	10	Cash	13.699115
2019-06-06	weekday	180	0.9	2	7.25	Credit	18
2019-02-14	weekday	365	0.7	0	5.75	Cash	6.9041096
2019-10-13	weekday	420	0.7	4	10	Credit	6.0000000
2019-10-25	weekend	221	0.5	0	4.75	Cash	8.1447964
2019-10-18	weekend	598	0.82	0	7	Cash	4.9364548
2019-06-08	weekend	300	0.1	3	10	Credit	1.2000000
2019-07-10	weekday	840	1.4	2	11.25	Credit	6.0000000
2019-04-08	weekday	656	4.6	0	15.5	Cash	25.243902
2019-12-20	weekend	600	1.6	2	11.5	Credit	9.6000000
2019-09-10	weekday	1020	11.3	5	38	Credit	39.882353
2019-06-22	weekend	660	1.7	0	9.75	Cash	9.2727273
2019-01-04	weekend	780	3.2	0	16.25	Cash	14.769231
2019-04-04	weekday	401	0.56	0	5.5	Cash	5.0274314
2019-02-23	weekend	688	1.26	2	11.5	Credit	6.5930233
2019-02-25	weekday	120	0.5	2	7	Credit	15
2019-05-14	weekday	2089	15.9	9	54	Credit	27.400670
2019-04-09	weekday	600	1.5	2	10.25	Credit	9
2019-01-18	weekend	347	0.71	0	5.5	Cash	7.3659942
2019-05-31	weekend	1056	2.25	3	14.75	Credit	7.6704545
2019-10-10	weekday	691	4.57	0	14.25	Cash	23.808973
2019-08-08	weekday	1157	16.41	8.95	53.7	Credit	51.059637
2019-06-05	weekday	431	1.91	0	10.75	Cash	15.953596
2019-09-02	weekday	540	0.1	0	8.75	Cash	0.66666667
2019-12-16	weekday	3180	1.2	11.35	67.6	Credit	1.3584906
2019-08-15	weekday	120	0.4	0	4.25	Cash	12
2019-10-11	weekend	463	1.67	0	9.25	Cash	12.984881
2019-03-04	weekday	660	2.2	2	11.25	Credit	12.000000
2019-09-09	weekday	987	11.28	6.75	40.5	Credit	41.142857
2019-06-20	weekday	604	1.22	0	7.5	Cash	7.2715232
2019-12-06	weekend	1020	1	3	13.5	Credit	3.5294118
2019-09-03	weekday	495	2.05	0	8.75	Cash	14.909091
2019-03-18	weekday	1380	9.7	3	32	Credit	25.304348
2019-08-29	weekday	401	0.8	0	7	Cash	7.1820449
2019-06-06	weekday	602	1.48	0	8	Cash	8.8504983
2019-09-09	weekday	540	1.2	1.4	8.4	Credit	8
2019-05-29	weekday	378	0.93	0	6.25	Cash	8.8571429
2019-03-01	weekend	840	2.2	2	12.75	Credit	9.4285714
2019-07-16	weekday	2700	13.3	9.5	47	Credit	17.733333
2019-03-30	weekend	420	1.3	0	7.5	Cash	11.142857
2019-05-05	weekday	480	2	3	12.5	Credit	15
2019-08-05	weekday	1020	6.3	0	18.25	Cash	22.235294
2019-11-08	weekend	291	1	1.5	9.25	Credit	12.371134
2019-11-12	weekday	862	3.47	2	14.75	Credit	14.491879
2019-12-24	weekday	206	0.52	4	9.25	Credit	9.0873786
2019-11-30	weekend	357	1.12	2	8.75	Credit	11.294118
2019-10-23	weekday	360	0.8	0	5.75	Cash	8
2019-06-26	weekday	1860	5	0	20.75	Cash	9.6774194
2019-10-02	weekday	521	0.9	2	9.25	Credit	6.2188100
2019-10-03	weekday	526	1.1	3	10.25	Credit	7.5285171
2019-02-21	weekday	2700	17.3	0	47.75	Credit	23.066667
2019-03-19	weekday	452	2.57	0	11.5	Cash	20.469027
2019-06-07	weekend	1020	1.6	2.2	12.7	Credit	5.6470588
2019-02-17	weekday	720	2.3	2	14	Credit	11.500000
2019-06-01	weekend	300	1.3	0	6.5	Cash	15.600000
2019-05-13	weekday	720	2.7	0	10.75	Cash	13.500000
2019-10-11	weekend	780	0.1	2	11.5	Credit	0.46153846
2019-02-18	weekday	300	0.9	3	9.25	Credit	10.800000
2019-09-12	weekday	1500	12.2	8.69	43.44	Credit	29.280000
2019-02-27	weekday	1115	2.9	2.65	15.9	Credit	9.3632287
2019-04-13	weekend	420	0.9	0	7.25	Cash	7.7142857
2019-10-09	weekday	360	1.3	1.5	8.25	Credit	13
2019-09-17	weekday	840	0.1	0	9.5	Cash	0.42857143
2019-05-27	weekday	641	1.75	0	9	Cash	9.8283931
2019-02-26	weekday	240	0.7	2	7.5	Credit	10.500000
2019-05-30	weekday	484	1.1	2	10.75	Credit	8.1818182
2019-04-11	weekday	514	1.74	2	10.75	Credit	12.186770
2019-02-09	weekend	840	2.4	3	14.25	Credit	10.285714
2019-01-20	weekday	270	0.87	2	8	Credit	11.600000
2019-08-01	weekday	2820	0.7	7.5	44.5	Credit	0.89361702
2019-04-26	weekend	3420	18.3	10.35	62.1	Credit	19.263158
2019-09-15	weekday	660	0.1	0	9.75	Cash	0.54545455
2019-03-15	weekend	480	0.9	0	8.25	Cash	6.7500000
2019-10-03	weekday	540	0.9	3	9.75	Credit	6
2019-11-05	weekday	288	0.66	0	5.25	Cash	8.2500000
2019-11-25	weekday	593	1.5	3	11.25	Credit	9.1062395
2019-10-16	weekday	2940	0.8	8	47.5	Credit	0.97959184
2019-07-10	weekday	180	0.5	0	4.75	Cash	10
2019-08-23	weekend	601	3.05	0	10.75	Cash	18.269551
2019-05-23	weekday	1977	15.34	8.75	52.5	Credit	27.933232
2019-08-19	weekday	540	1.5	0	7.75	Cash	10
2019-04-09	weekday	1460	3.43	3.15	18.9	Credit	8.4575342
2019-12-09	weekday	360	1.3	1	8	Credit	13
2019-04-22	weekday	410	0.83	0	6	Cash	7.2878049
2019-02-07	weekday	680	1.74	2	11.5	Credit	9.2117647
2019-09-02	weekday	480	0.9	0	8	Cash	6.7500000
2019-04-05	weekend	720	1.2	0	7.75	Cash	6.0000000
2019-08-31	weekend	907	5.04	0	15.25	Cash	20.004410
2019-12-08	weekday	969	1.26	0	9.25	Cash	4.6811146
2019-09-25	weekday	410	0.47	0	5.5	Cash	4.1268293
2019-12-04	weekday	240	0.9	3	8.5	Credit	13.500000
2019-02-25	weekday	1422	15.76	13.85	83.1	Credit	39.898734
2019-01-14	weekday	2160	5.09	0	19	Cash	8.4833333
2019-09-02	weekday	1500	0.7	0	37.5	Credit	1.6800000
2019-07-24	weekday	2340	1	12.3	61.05	Credit	1.5384615
2019-08-09	weekend	459	1.2	0	6.5	Cash	9.4117647
2019-11-04	weekday	2340	18.2	0	51.5	Cash	28.000000
2019-03-14	weekday	180	0.7	0	5	Cash	14.000000
2019-01-24	weekday	1313	17.35	11.81	59.06	Credit	47.570449
2019-05-05	weekday	1576	12.08	9.3	55.8	Credit	27.593909
2019-06-30	weekday	504	1.64	0	8.75	Cash	11.714286
2019-10-17	weekday	300	0.9	2	8	Credit	10.800000
2019-05-07	weekday	1440	1	0	44.75	Cash	2.5000000
2019-03-06	weekday	480	1	2	9	Credit	7.5000000
2019-03-20	weekday	890	1.2	0	10.25	Credit	4.8539326
2019-07-02	weekday	336	1.19	0	6.25	Cash	12.750000
2019-07-16	weekday	333	0.5	0	4.75	Cash	5.4054054
2019-01-15	weekday	653	1.76	0	8.75	Cash	9.7029096
2019-04-28	weekday	1575	11.63	7.8	59.8	Credit	26.582857
2019-11-06	weekday	420	1.4	4	11.75	Credit	12.000000
2019-07-12	weekend	394	0.92	0	6.25	Cash	8.4060914
2019-05-03	weekend	898	5.93	2	20.25	Credit	23.772829
2019-04-16	weekday	281	0.68	2	7.75	Credit	8.7117438
2019-06-26	weekday	300	1.1	3	9	Credit	13.200000
2019-02-14	weekday	447	1.95	0	9.5	Cash	15.704698
2019-02-20	weekday	180	0.6	0	4.75	Cash	12.000000
2019-04-18	weekday	610	1.28	2	10.25	Credit	7.5540984
2019-05-15	weekday	360	1	0	6.25	Cash	10
2019-12-17	weekday	300	0.6	2	7.25	Credit	7.2000000
2019-10-22	weekday	2760	17.1	11.8	58.55	Credit	22.304348
2019-04-05	weekend	720	2.2	0	9.25	Cash	11
2019-05-19	weekday	910	4.17	0	16	Cash	16.496703
2019-09-28	weekend	124	0.29	0	4.25	Cash	8.4193548
2019-09-17	weekday	2097	16.45	0	45.5	Cash	28.240343
2019-12-22	weekday	360	0.9	3	10	Credit	9
2019-08-18	weekday	480	1.1	0	7.75	Cash	8.2500000
2019-06-17	weekday	1260	0.7	6.8	40.3	Credit	2
2019-04-05	weekend	378	0.82	1	9	Credit	7.8095238
2019-06-01	weekend	180	0.7	0	5	Cash	14.000000
2019-11-25	weekday	1440	17.9	9.95	59.7	Credit	44.750000
2019-01-20	weekday	1020	2.8	0	12.5	Cash	9.8823529
2019-06-17	weekday	1335	16.29	6.75	51.75	Credit	43.928090
2019-03-21	weekday	240	0.7	2	8.75	Credit	10.500000
2019-04-30	weekday	360	0.6	0	7	Cash	6.0000000
2019-02-21	weekday	540	4	5	25	Credit	26.666667
2019-10-28	weekday	375	0.7	3	9	Credit	6.7200000
2019-03-14	weekday	240	0.5	0	5	Cash	7.5000000
2019-07-10	weekday	1320	15.7	0	43	Cash	42.818182
2019-08-15	weekday	1980	17.2	8.6	51.6	Credit	31.272727
2019-10-24	weekday	3281	20.5	8.55	65.55	Credit	22.493142
2019-01-14	weekday	282	1.11	0	6.5	Cash	14.170213
2019-05-17	weekend	1241	6.54	4.9	29.4	Credit	18.971797
2019-06-10	weekday	540	1.5	0	8	Cash	10
2019-03-05	weekday	516	1.77	0	8.25	Cash	12.348837
2019-11-22	weekend	960	6.5	4.6	27.1	Credit	24.375000
2019-09-06	weekend	518	0.79	0	6.25	Cash	5.4903475
2019-04-20	weekend	900	1.9	3	13.75	Credit	7.6000000
2019-05-14	weekday	3969	18.52	0	47.25	Cash	16.798186
2019-08-18	weekday	480	1.8	2	9.5	Credit	13.500000
2019-02-13	weekday	706	1.58	0	8.5	Cash	8.0566572
2019-08-20	weekday	924	2.72	0	12.25	Cash	10.597403
2019-10-21	weekday	2624	18.08	10.2	61.2	Credit	24.804878
2019-05-23	weekday	360	1.1	0.9	6.9	Credit	11
2019-09-25	weekday	819	3.1	0	12	Cash	13.626374
2019-06-22	weekend	298	0.4	0	5.75	Cash	4.8322148
2019-12-05	weekday	295	0.85	2	8	Credit	10.372881
2019-07-04	weekday	1320	11.1	0	35.25	Cash	30.272727
2019-09-18	weekday	721	1.5	0	9.25	Cash	7.4895978
2019-02-08	weekend	420	1	0	6.75	Credit	8.5714286
2019-10-28	weekday	900	3.1	3.05	14.8	Credit	12.400000
2019-01-14	weekday	300	0.1	2	10.25	Credit	1.2000000
2019-09-09	weekday	300	0.5	0	5.25	Cash	6
2019-07-18	weekday	720	3.5	2	13.5	Credit	17.500000
2019-01-15	weekday	360	0.9	0	6.75	Cash	9
2019-10-11	weekend	3629	17.7	9.75	58.5	Credit	17.558556
2019-09-11	weekday	840	3.2	0	13.75	Cash	13.714286
2019-05-14	weekday	1320	6.3	3	22	Credit	17.181818
2019-09-20	weekend	2215	12.64	0	39.5	Cash	20.543567
2019-04-25	weekday	300	0.8	0	5.75	Credit	9.6000000
2019-08-19	weekday	360	1.1	3	9.25	Credit	11
2019-11-14	weekday	360	1.8	3	10.5	Credit	18
2019-07-01	weekday	184	0.25	0	5.5	Cash	4.8913043
2019-08-21	weekday	240	0.8	1	6.25	Credit	12
2019-01-28	weekday	480	1.2	0	7.25	Cash	9
2019-03-01	weekend	420	0.7	0	6	Cash	6.0000000
2019-09-17	weekday	499	1.6	0	7.75	Cash	11.543086
2019-03-02	weekend	630	3.34	2.8	16.8	Credit	19.085714
2019-08-18	weekday	1500	17.7	9.7	57.7	Credit	42.480000
2019-02-20	weekday	240	0.6	0	5.25	Cash	9
2019-06-20	weekday	360	0.7	0	5.75	Cash	7.0000000
2019-06-17	weekday	480	2	0	8.25	Cash	15
2019-05-09	weekday	571	1.4	3	11.25	Credit	8.8266200
2019-06-09	weekday	1285	5.86	0	19.25	Cash	16.417121
2019-04-01	weekday	360	1	2	8.25	Credit	10
2019-06-19	weekday	364	0.8	2	8.25	Credit	7.9120879
2019-03-09	weekend	180	0.7	0	7.25	Cash	14.000000
2019-03-20	weekday	1508	18.13	9.85	59.1	Credit	43.281167
2019-12-14	weekend	480	2.4	2.55	14.8	Credit	18
2019-08-27	weekday	660	1	0	7.5	Cash	5.4545455
2019-11-22	weekend	480	1.8	2	10	Credit	13.500000
2019-02-16	weekend	73	0.2	0	3.75	Cash	9.8630137
2019-04-18	weekday	608	1.79	2	10.75	Credit	10.598684
2019-06-12	weekday	1870	11.02	7.05	42.3	Credit	21.214973
2019-04-12	weekend	780	7.3	4.4	26.4	Credit	33.692308
